log_id,user_id,activity_type,file_path,timestamp,label_anomaly
LOG000303,user01,FileDownload,/vault/confidential_bundle.zip,2026-04-19 03:40:00,1
LOG000304,user01,FileCopy,/projects/specs.md|/backup/internal_mirror/report.pdf,2026-04-18 08:58:00,0
LOG000305,contractor_x,Create,/projects/specs.md,2026-04-17 16:27:00,0
LOG000306,dev01,Read,/projects/specs.md,2026-04-12 12:01:00,0
LOG000307,admin,Modify,/tmp/draft_notes.txt,2026-04-18 16:51:00,0
LOG000308,contractor_x,Modify,/projects/specs.md,2026-04-12 12:07:00,0
LOG000309,admin,Read,/projects/specs.md,2026-04-22 17:20:00,0
LOG000310,contractor_x,Read,/tmp/draft_notes.txt,2026-04-15 10:19:00,0
LOG000311,contractor_x,Modify,/projects/specs.md,2026-04-15 12:20:00,0
LOG000312,admin,FileDownload,/intranet/forms/holiday.pdf,2026-04-13 09:58:00,0
LOG000313,analyst,FileDownload,/intranet/forms/holiday.pdf,2026-04-17 12:59:00,0
LOG000314,user01,FileDownload,/intranet/forms/holiday.pdf,2026-04-21 15:07:00,0
LOG000315,dev01,FileCopy,/finance/ledger_gl.db|/mnt/usb/backup_leak.zip,2026-04-21 03:33:00,1
LOG000316,user01,Create,/shared/reports/Q1_summary.pdf,2026-04-14 17:42:00,0
LOG000317,contractor_x,FileCopy,/projects/specs.md|/backup/internal_mirror/report.pdf,2026-04-18 17:48:00,0
LOG000318,user01,Read,/projects/specs.md,2026-04-20 16:18:00,0
LOG000319,admin,FileDownload,/exports/customer_data.zip,2026-04-21 02:11:00,1
LOG000320,dev01,Modify,/secure/vault/customer_pii.csv,2026-04-14 03:14:00,1
LOG000321,dev01,Read,/tmp/draft_notes.txt,2026-04-13 10:38:00,0
LOG000322,admin,Create,/projects/specs.md,2026-04-16 16:16:00,0
LOG000323,contractor_x,FileDownload,/intranet/forms/holiday.pdf,2026-04-16 14:41:00,0
LOG000324,user02,Modify,/keys/signing_key.pem,2026-04-18 03:05:00,1
LOG000325,user01,Read,/tmp/draft_notes.txt,2026-04-15 09:06:00,0
LOG000326,contractor_x,Modify,/projects/specs.md,2026-04-14 16:30:00,0
LOG000327,dev01,Delete,/keys/signing_key.pem,2026-04-22 03:24:00,1
LOG000328,dev01,Modify,/shared/reports/Q1_summary.pdf,2026-04-20 09:51:00,0
LOG000329,contractor_x,Create,/tmp/draft_notes.txt,2026-04-16 08:57:00,0
LOG000330,contractor_x,Delete,/finance/ledger_gl.db,2026-04-20 03:29:00,1
LOG000331,admin,Modify,/hr/salaries_2026.xlsx,2026-04-18 23:08:00,1
LOG000332,dev01,FileCopy,/shared/reports/Q1_summary.pdf|/backup/internal_mirror/report.pdf,2026-04-16 08:19:00,0
LOG000333,contractor_x,Modify,/finance/ledger_gl.db,2026-04-16 23:45:00,1
LOG000334,user01,Delete,/shared/reports/Q1_summary.pdf,2026-04-20 09:16:00,0
LOG000335,dev01,FileCopy,/tmp/draft_notes.txt|/backup/internal_mirror/report.pdf,2026-04-20 10:23:00,0
LOG000336,analyst,Delete,/tmp/draft_notes.txt,2026-04-17 11:36:00,0
LOG000337,dev01,Modify,/secure/vault/customer_pii.csv,2026-04-20 23:10:00,1
LOG000338,dev01,FileDownload,/intranet/forms/holiday.pdf,2026-04-19 17:30:00,0
LOG000339,analyst,FileDownload,/intranet/forms/holiday.pdf,2026-04-16 13:00:00,0
LOG000340,contractor_x,Create,/shared/reports/Q1_summary.pdf,2026-04-15 13:12:00,0
LOG000341,admin,Create,/projects/specs.md,2026-04-20 15:32:00,0
LOG000342,user01,FileCopy,/keys/signing_key.pem|D:/USB_STICK/exfil_copy.csv,2026-04-19 23:43:00,1
LOG000343,dev01,Read,/shared/reports/Q1_summary.pdf,2026-04-15 13:58:00,0
LOG000344,contractor_x,Read,/projects/specs.md,2026-04-14 17:41:00,0
LOG000345,user02,Read,/shared/reports/Q1_summary.pdf,2026-04-13 16:20:00,0
LOG000346,contractor_x,Read,/tmp/draft_notes.txt,2026-04-22 12:13:00,0
LOG000347,contractor_x,Delete,/projects/specs.md,2026-04-12 14:04:00,0
LOG000348,analyst,Modify,/projects/specs.md,2026-04-18 15:43:00,0
LOG000349,dev01,Read,/projects/specs.md,2026-04-13 08:06:00,0
LOG000350,user01,FileCopy,/tmp/draft_notes.txt|/backup/internal_mirror/report.pdf,2026-04-18 13:46:00,0
LOG000351,admin,Delete,/projects/specs.md,2026-04-21 12:23:00,0
LOG000352,dev01,Modify,/shared/reports/Q1_summary.pdf,2026-04-12 16:35:00,0
LOG000353,contractor_x,Read,/shared/reports/Q1_summary.pdf,2026-04-20 17:12:00,0
LOG000354,dev01,Read,/shared/reports/Q1_summary.pdf,2026-04-13 16:45:00,0
LOG000355,dev01,FileCopy,/hr/salaries_2026.xlsx|/mnt/usb/backup_leak.zip,2026-04-19 02:09:00,1
LOG000356,user01,FileDownload,/intranet/forms/holiday.pdf,2026-04-17 16:28:00,0
LOG000357,admin,FileDownload,/intranet/forms/holiday.pdf,2026-04-12 13:48:00,0
LOG000358,contractor_x,Modify,/projects/specs.md,2026-04-14 14:52:00,0
LOG000359,user02,Delete,/hr/salaries_2026.xlsx,2026-04-12 02:23:00,1
LOG000360,user01,Read,/tmp/draft_notes.txt,2026-04-15 11:09:00,0
LOG000361,dev01,Read,/projects/specs.md,2026-04-13 08:49:00,0
LOG000362,admin,Delete,/finance/ledger_gl.db,2026-04-14 02:22:00,1
LOG000363,contractor_x,Read,/projects/specs.md,2026-04-16 08:11:00,0
LOG000364,user02,Create,/tmp/draft_notes.txt,2026-04-12 14:25:00,0
LOG000365,dev01,Modify,/tmp/draft_notes.txt,2026-04-17 13:49:00,0
LOG000366,analyst,Modify,/tmp/draft_notes.txt,2026-04-13 13:31:00,0
LOG000367,user02,Read,/projects/specs.md,2026-04-22 15:19:00,0
LOG000368,user01,Delete,/shared/reports/Q1_summary.pdf,2026-04-17 13:19:00,0
LOG000369,admin,Create,/projects/specs.md,2026-04-16 12:18:00,0
LOG000370,user02,FileDownload,/intranet/forms/holiday.pdf,2026-04-18 17:26:00,0
LOG000371,dev01,FileDownload,/exports/customer_data.zip,2026-04-12 01:33:00,1
LOG000372,admin,Modify,/projects/specs.md,2026-04-22 11:36:00,0
LOG000373,user01,FileCopy,/hr/salaries_2026.xlsx|D:/USB_STICK/exfil_copy.csv,2026-04-12 03:03:00,1
LOG000374,admin,Read,/projects/specs.md,2026-04-20 11:53:00,0
LOG000375,admin,Read,/tmp/draft_notes.txt,2026-04-12 09:43:00,0
LOG000376,admin,Create,/projects/specs.md,2026-04-20 14:01:00,0
LOG000377,admin,Modify,/projects/specs.md,2026-04-19 10:44:00,0
LOG000378,user02,FileCopy,/shared/reports/Q1_summary.pdf|/backup/internal_mirror/report.pdf,2026-04-20 16:31:00,0
LOG000379,admin,FileCopy,/projects/specs.md|/backup/internal_mirror/report.pdf,2026-04-16 12:50:00,0
LOG000380,contractor_x,Read,/projects/specs.md,2026-04-19 16:09:00,0
LOG000381,contractor_x,Create,/projects/specs.md,2026-04-20 16:22:00,0
LOG000382,contractor_x,FileDownload,/vault/confidential_bundle.zip,2026-04-18 03:27:00,1
LOG000383,dev01,Delete,/keys/signing_key.pem,2026-04-21 02:47:00,1
LOG000384,user01,Read,/shared/reports/Q1_summary.pdf,2026-04-18 16:20:00,0
LOG000385,contractor_x,Modify,/shared/reports/Q1_summary.pdf,2026-04-21 08:46:00,0
LOG000386,admin,Create,/shared/reports/Q1_summary.pdf,2026-04-20 17:35:00,0
LOG000387,dev01,FileDownload,/intranet/forms/holiday.pdf,2026-04-19 08:51:00,0
LOG000388,user02,FileCopy,/projects/specs.md|/backup/internal_mirror/report.pdf,2026-04-17 11:16:00,0
LOG000389,analyst,Delete,/keys/signing_key.pem,2026-04-17 02:58:00,1
LOG000390,admin,Modify,/tmp/draft_notes.txt,2026-04-21 13:24:00,0
LOG000391,contractor_x,Read,/tmp/draft_notes.txt,2026-04-21 10:38:00,0
LOG000392,analyst,Create,/tmp/draft_notes.txt,2026-04-17 17:25:00,0
LOG000393,user01,Delete,/hr/salaries_2026.xlsx,2026-04-21 03:18:00,1
LOG000394,user02,FileCopy,/shared/reports/Q1_summary.pdf|/backup/internal_mirror/report.pdf,2026-04-16 14:45:00,0
LOG000395,analyst,FileCopy,/secure/vault/customer_pii.csv|C:/Users/Public/unauth_copy.pem,2026-04-22 03:57:00,1
LOG000396,user02,Delete,/shared/reports/Q1_summary.pdf,2026-04-18 10:03:00,0
LOG000397,analyst,Modify,/shared/reports/Q1_summary.pdf,2026-04-19 10:40:00,0
LOG000398,dev01,Read,/tmp/draft_notes.txt,2026-04-14 11:14:00,0
LOG000399,contractor_x,Read,/shared/reports/Q1_summary.pdf,2026-04-13 16:01:00,0
LOG000400,user02,FileDownload,/intranet/forms/holiday.pdf,2026-04-17 14:04:00,0
LOG000401,user01,Read,/tmp/draft_notes.txt,2026-04-21 12:23:00,0
LOG000402,analyst,Delete,/hr/salaries_2026.xlsx,2026-04-13 03:30:00,1
LOG000403,contractor_x,Read,/shared/reports/Q1_summary.pdf,2026-04-12 13:48:00,0
LOG000404,admin,Delete,/shared/reports/Q1_summary.pdf,2026-04-12 15:36:00,0
LOG000405,user02,Read,/shared/reports/Q1_summary.pdf,2026-04-19 13:21:00,0
LOG000406,user02,FileCopy,/tmp/draft_notes.txt|/backup/internal_mirror/report.pdf,2026-04-13 15:14:00,0
LOG000407,admin,Modify,/secure/vault/customer_pii.csv,2026-04-12 02:36:00,1
LOG000408,analyst,Read,/tmp/draft_notes.txt,2026-04-18 15:59:00,0
LOG000409,analyst,FileCopy,/projects/specs.md|/backup/internal_mirror/report.pdf,2026-04-18 13:13:00,0
LOG000410,admin,Read,/projects/specs.md,2026-04-22 16:15:00,0
LOG000411,admin,FileCopy,/shared/reports/Q1_summary.pdf|/backup/internal_mirror/report.pdf,2026-04-21 12:44:00,0
LOG000412,user02,FileCopy,/shared/reports/Q1_summary.pdf|/backup/internal_mirror/report.pdf,2026-04-17 15:42:00,0
LOG000413,dev01,FileCopy,/keys/signing_key.pem|/mnt/usb/backup_leak.zip,2026-04-16 02:04:00,1
LOG000414,user01,Read,/tmp/draft_notes.txt,2026-04-13 11:04:00,0
LOG000415,dev01,Read,/shared/reports/Q1_summary.pdf,2026-04-21 11:50:00,0
LOG000416,user01,Delete,/projects/specs.md,2026-04-13 15:38:00,0
LOG000417,analyst,FileDownload,/intranet/forms/holiday.pdf,2026-04-12 12:58:00,0
LOG000418,contractor_x,FileCopy,/keys/signing_key.pem|/mnt/usb/backup_leak.zip,2026-04-18 03:21:00,1
LOG000419,dev01,FileCopy,/finance/ledger_gl.db|/mnt/usb/backup_leak.zip,2026-04-21 23:03:00,1
LOG000420,contractor_x,Read,/shared/reports/Q1_summary.pdf,2026-04-17 14:11:00,0
LOG000421,contractor_x,Read,/shared/reports/Q1_summary.pdf,2026-04-22 13:52:00,0
LOG000422,user01,Delete,/projects/specs.md,2026-04-17 12:51:00,0
LOG000423,dev01,FileDownload,/vault/confidential_bundle.zip,2026-04-17 01:52:00,1
LOG000424,dev01,Read,/shared/reports/Q1_summary.pdf,2026-04-16 13:40:00,0
LOG000425,dev01,FileCopy,/tmp/draft_notes.txt|/backup/internal_mirror/report.pdf,2026-04-17 12:19:00,0
LOG000426,admin,Modify,/tmp/draft_notes.txt,2026-04-18 14:15:00,0
LOG000427,analyst,Read,/shared/reports/Q1_summary.pdf,2026-04-14 08:25:00,0
LOG000428,dev01,Delete,/shared/reports/Q1_summary.pdf,2026-04-16 09:50:00,0
LOG000429,analyst,Read,/shared/reports/Q1_summary.pdf,2026-04-19 17:58:00,0
LOG000430,contractor_x,Create,/tmp/draft_notes.txt,2026-04-18 16:55:00,0
LOG000431,dev01,FileDownload,/intranet/forms/holiday.pdf,2026-04-15 11:16:00,0
LOG000432,dev01,Read,/shared/reports/Q1_summary.pdf,2026-04-17 12:51:00,0
LOG000433,analyst,FileDownload,/exports/customer_data.zip,2026-04-22 03:46:00,1
LOG000434,admin,FileCopy,/tmp/draft_notes.txt|/backup/internal_mirror/report.pdf,2026-04-21 08:17:00,0
LOG000435,analyst,Read,/tmp/draft_notes.txt,2026-04-16 12:49:00,0
LOG000436,admin,Modify,/keys/signing_key.pem,2026-04-15 01:48:00,1
LOG000437,analyst,Read,/projects/specs.md,2026-04-20 14:18:00,0
LOG000438,dev01,Create,/shared/reports/Q1_summary.pdf,2026-04-14 16:30:00,0
LOG000439,user01,FileCopy,/shared/reports/Q1_summary.pdf|/backup/internal_mirror/report.pdf,2026-04-13 11:22:00,0
LOG000440,analyst,Delete,/projects/specs.md,2026-04-21 13:16:00,0
LOG000441,admin,Read,/shared/reports/Q1_summary.pdf,2026-04-22 17:57:00,0
LOG000442,admin,Modify,/tmp/draft_notes.txt,2026-04-15 11:08:00,0
LOG000443,admin,FileDownload,/intranet/forms/holiday.pdf,2026-04-18 12:19:00,0
LOG000444,user01,FileCopy,/keys/signing_key.pem|C:/Users/Public/unauth_copy.pem,2026-04-12 02:29:00,1
LOG000445,user02,Read,/tmp/draft_notes.txt,2026-04-18 09:02:00,0
LOG000446,contractor_x,FileDownload,/vault/confidential_bundle.zip,2026-04-21 01:34:00,1
LOG000447,admin,FileCopy,/projects/specs.md|/backup/internal_mirror/report.pdf,2026-04-21 08:00:00,0
LOG000448,contractor_x,Read,/shared/reports/Q1_summary.pdf,2026-04-14 13:37:00,0
LOG000449,user02,FileCopy,/tmp/draft_notes.txt|/backup/internal_mirror/report.pdf,2026-04-13 08:36:00,0
LOG000450,contractor_x,Create,/projects/specs.md,2026-04-20 15:39:00,0
LOG000451,admin,Delete,/finance/ledger_gl.db,2026-04-16 01:33:00,1
LOG000452,admin,Modify,/shared/reports/Q1_summary.pdf,2026-04-18 08:35:00,0
LOG000453,user02,Delete,/secure/vault/customer_pii.csv,2026-04-19 23:07:00,1
LOG000454,contractor_x,Delete,/tmp/draft_notes.txt,2026-04-20 10:30:00,0
LOG000455,analyst,Delete,/shared/reports/Q1_summary.pdf,2026-04-13 11:37:00,0
LOG000456,user02,FileDownload,/intranet/forms/holiday.pdf,2026-04-22 09:21:00,0
LOG000457,contractor_x,Read,/shared/reports/Q1_summary.pdf,2026-04-18 09:39:00,0
LOG000458,contractor_x,FileCopy,/finance/ledger_gl.db|D:/USB_STICK/exfil_copy.csv,2026-04-17 02:49:00,1
LOG000459,user01,Modify,/projects/specs.md,2026-04-12 14:29:00,0
LOG000460,admin,Read,/shared/reports/Q1_summary.pdf,2026-04-16 13:22:00,0
LOG000461,user02,FileCopy,/shared/reports/Q1_summary.pdf|/backup/internal_mirror/report.pdf,2026-04-17 13:22:00,0
LOG000462,contractor_x,Create,/tmp/draft_notes.txt,2026-04-19 09:22:00,0
LOG000463,analyst,Read,/shared/reports/Q1_summary.pdf,2026-04-21 16:28:00,0
LOG000464,admin,Read,/projects/specs.md,2026-04-22 11:08:00,0
LOG000465,contractor_x,Modify,/projects/specs.md,2026-04-17 16:17:00,0
LOG000466,admin,Delete,/shared/reports/Q1_summary.pdf,2026-04-16 08:39:00,0
LOG000467,contractor_x,Delete,/hr/salaries_2026.xlsx,2026-04-14 02:58:00,1
LOG000468,user01,Read,/projects/specs.md,2026-04-18 15:08:00,0
LOG000469,admin,Modify,/tmp/draft_notes.txt,2026-04-13 14:24:00,0
LOG000470,user02,FileDownload,/exports/customer_data.zip,2026-04-18 02:48:00,1
LOG000471,dev01,Read,/tmp/draft_notes.txt,2026-04-15 17:18:00,0
LOG000472,user01,Modify,/shared/reports/Q1_summary.pdf,2026-04-15 16:58:00,0
LOG000473,analyst,Modify,/tmp/draft_notes.txt,2026-04-19 13:41:00,0
LOG000474,contractor_x,Read,/projects/specs.md,2026-04-15 10:44:00,0
LOG000475,admin,FileCopy,/projects/specs.md|/backup/internal_mirror/report.pdf,2026-04-18 14:36:00,0
LOG000476,contractor_x,Modify,/projects/specs.md,2026-04-14 12:31:00,0
LOG000477,analyst,FileDownload,/exports/customer_data.zip,2026-04-12 03:49:00,1
LOG000478,dev01,Create,/shared/reports/Q1_summary.pdf,2026-04-14 14:57:00,0
LOG000479,admin,FileCopy,/projects/specs.md|/backup/internal_mirror/report.pdf,2026-04-12 10:15:00,0
LOG000480,user01,Read,/projects/specs.md,2026-04-19 11:49:00,0
LOG000481,admin,FileCopy,/tmp/draft_notes.txt|/backup/internal_mirror/report.pdf,2026-04-15 11:57:00,0
LOG000482,contractor_x,Read,/shared/reports/Q1_summary.pdf,2026-04-18 10:06:00,0
LOG000483,user01,FileCopy,/projects/specs.md|/backup/internal_mirror/report.pdf,2026-04-20 17:34:00,0
LOG000484,admin,Modify,/tmp/draft_notes.txt,2026-04-21 08:22:00,0
LOG000485,contractor_x,Create,/shared/reports/Q1_summary.pdf,2026-04-12 16:19:00,0
LOG000486,user01,Read,/tmp/draft_notes.txt,2026-04-21 12:22:00,0
LOG000487,contractor_x,Read,/projects/specs.md,2026-04-12 08:52:00,0
LOG000488,user02,Delete,/tmp/draft_notes.txt,2026-04-15 08:05:00,0
LOG000489,user02,Read,/shared/reports/Q1_summary.pdf,2026-04-19 12:08:00,0
LOG000490,user01,Delete,/shared/reports/Q1_summary.pdf,2026-04-19 11:58:00,0
LOG000491,user01,FileDownload,/intranet/forms/holiday.pdf,2026-04-19 08:25:00,0
LOG000492,admin,FileCopy,/projects/specs.md|/backup/internal_mirror/report.pdf,2026-04-12 08:28:00,0
LOG000493,analyst,Read,/projects/specs.md,2026-04-14 17:40:00,0
LOG000494,user02,FileDownload,/intranet/forms/holiday.pdf,2026-04-22 08:38:00,0
LOG000495,user02,FileCopy,/shared/reports/Q1_summary.pdf|/backup/internal_mirror/report.pdf,2026-04-19 14:13:00,0
LOG000496,contractor_x,Read,/tmp/draft_notes.txt,2026-04-15 11:00:00,0
LOG000497,user02,Read,/shared/reports/Q1_summary.pdf,2026-04-20 15:23:00,0
LOG000498,user02,Modify,/projects/specs.md,2026-04-22 17:37:00,0
LOG000499,contractor_x,FileCopy,/projects/specs.md|/backup/internal_mirror/report.pdf,2026-04-14 12:02:00,0
LOG000500,admin,Read,/tmp/draft_notes.txt,2026-04-21 17:33:00,0
LOG000501,analyst,Read,/projects/specs.md,2026-04-13 13:17:00,0
LOG000502,contractor_x,FileDownload,/intranet/forms/holiday.pdf,2026-04-18 09:04:00,0
LOG000503,contractor_x,Read,/shared/reports/Q1_summary.pdf,2026-04-15 15:53:00,0
LOG000504,user02,Read,/projects/specs.md,2026-04-12 12:23:00,0
LOG000505,contractor_x,FileCopy,/projects/specs.md|/backup/internal_mirror/report.pdf,2026-04-20 16:22:00,0
LOG000506,dev01,Delete,/shared/reports/Q1_summary.pdf,2026-04-18 12:43:00,0
LOG000507,admin,Create,/tmp/draft_notes.txt,2026-04-18 11:05:00,0
LOG000508,user02,Modify,/projects/specs.md,2026-04-17 10:30:00,0
LOG000509,contractor_x,Read,/tmp/draft_notes.txt,2026-04-22 17:43:00,0
LOG000510,admin,Modify,/keys/signing_key.pem,2026-04-13 02:39:00,1
LOG000511,contractor_x,Modify,/shared/reports/Q1_summary.pdf,2026-04-15 12:44:00,0
LOG000512,dev01,FileCopy,/projects/specs.md|/backup/internal_mirror/report.pdf,2026-04-22 16:43:00,0
LOG000513,analyst,Modify,/secure/vault/customer_pii.csv,2026-04-12 23:02:00,1
LOG000514,user02,Read,/shared/reports/Q1_summary.pdf,2026-04-20 14:28:00,0
LOG000515,dev01,Modify,/secure/vault/customer_pii.csv,2026-04-12 01:04:00,1
LOG000516,admin,FileCopy,/tmp/draft_notes.txt|/backup/internal_mirror/report.pdf,2026-04-14 16:46:00,0
LOG000517,analyst,FileCopy,/secure/vault/customer_pii.csv|/mnt/usb/backup_leak.zip,2026-04-12 03:44:00,1
LOG000518,user01,FileDownload,/intranet/forms/holiday.pdf,2026-04-18 12:05:00,0
LOG000519,user01,Modify,/tmp/draft_notes.txt,2026-04-12 13:23:00,0
LOG000520,user01,Read,/tmp/draft_notes.txt,2026-04-21 13:47:00,0
LOG000521,user01,Modify,/projects/specs.md,2026-04-12 13:11:00,0
LOG000522,admin,FileCopy,/tmp/draft_notes.txt|/backup/internal_mirror/report.pdf,2026-04-19 14:32:00,0
LOG000523,admin,Modify,/projects/specs.md,2026-04-12 09:07:00,0
LOG000524,dev01,FileCopy,/hr/salaries_2026.xlsx|/mnt/usb/backup_leak.zip,2026-04-20 03:35:00,1
LOG000525,dev01,Read,/projects/specs.md,2026-04-22 16:05:00,0
LOG000526,analyst,FileCopy,/tmp/draft_notes.txt|/backup/internal_mirror/report.pdf,2026-04-15 12:09:00,0
LOG000527,contractor_x,Read,/shared/reports/Q1_summary.pdf,2026-04-17 10:33:00,0
LOG000528,analyst,Read,/shared/reports/Q1_summary.pdf,2026-04-13 09:33:00,0
LOG000529,admin,FileCopy,/tmp/draft_notes.txt|/backup/internal_mirror/report.pdf,2026-04-12 13:45:00,0
LOG000530,dev01,Read,/shared/reports/Q1_summary.pdf,2026-04-14 11:18:00,0
LOG000531,user02,Delete,/hr/salaries_2026.xlsx,2026-04-16 02:49:00,1
LOG000532,user02,Read,/shared/reports/Q1_summary.pdf,2026-04-14 15:31:00,0
LOG000533,user01,Read,/tmp/draft_notes.txt,2026-04-22 17:07:00,0
LOG000534,contractor_x,Delete,/secure/vault/customer_pii.csv,2026-04-20 23:14:00,1
LOG000535,admin,FileCopy,/projects/specs.md|/backup/internal_mirror/report.pdf,2026-04-18 11:32:00,0
LOG000536,admin,Modify,/finance/ledger_gl.db,2026-04-13 02:41:00,1
LOG000537,admin,Read,/tmp/draft_notes.txt,2026-04-18 11:01:00,0
LOG000538,admin,FileDownload,/intranet/forms/holiday.pdf,2026-04-13 12:19:00,0
LOG000539,contractor_x,Create,/tmp/draft_notes.txt,2026-04-19 09:10:00,0
LOG000540,user01,Read,/shared/reports/Q1_summary.pdf,2026-04-14 14:19:00,0
LOG000541,user02,FileCopy,/shared/reports/Q1_summary.pdf|/backup/internal_mirror/report.pdf,2026-04-16 15:08:00,0
LOG000542,analyst,FileCopy,/hr/salaries_2026.xlsx|C:/Users/Public/unauth_copy.pem,2026-04-15 01:23:00,1
LOG000543,user01,Read,/projects/specs.md,2026-04-15 09:52:00,0
LOG000544,dev01,Read,/tmp/draft_notes.txt,2026-04-20 16:50:00,0
LOG000545,admin,FileCopy,/keys/signing_key.pem|/mnt/usb/backup_leak.zip,2026-04-16 01:44:00,1
LOG000546,admin,Read,/tmp/draft_notes.txt,2026-04-20 14:48:00,0
LOG000547,analyst,Read,/tmp/draft_notes.txt,2026-04-15 16:07:00,0
LOG000548,user01,Delete,/projects/specs.md,2026-04-21 10:28:00,0
LOG000549,user01,Create,/projects/specs.md,2026-04-14 14:39:00,0
LOG000550,user01,Read,/projects/specs.md,2026-04-12 13:01:00,0
LOG000551,contractor_x,FileDownload,/vault/confidential_bundle.zip,2026-04-18 03:11:00,1
LOG000552,admin,Read,/projects/specs.md,2026-04-21 14:49:00,0
LOG000553,admin,FileDownload,/intranet/forms/holiday.pdf,2026-04-15 16:59:00,0
LOG000554,contractor_x,Read,/tmp/draft_notes.txt,2026-04-12 17:49:00,0
LOG000555,user02,Modify,/projects/specs.md,2026-04-13 08:39:00,0
LOG000556,user02,FileDownload,/intranet/forms/holiday.pdf,2026-04-12 15:56:00,0
LOG000557,dev01,Modify,/finance/ledger_gl.db,2026-04-15 01:40:00,1
LOG000558,analyst,Read,/projects/specs.md,2026-04-18 12:53:00,0
LOG000559,admin,Create,/tmp/draft_notes.txt,2026-04-19 17:07:00,0
LOG000560,analyst,FileDownload,/intranet/forms/holiday.pdf,2026-04-16 12:57:00,0
LOG000561,contractor_x,Read,/projects/specs.md,2026-04-18 17:02:00,0
LOG000562,admin,Read,/tmp/draft_notes.txt,2026-04-12 09:16:00,0
LOG000563,dev01,Read,/shared/reports/Q1_summary.pdf,2026-04-19 14:05:00,0
LOG000564,dev01,FileCopy,/projects/specs.md|/backup/internal_mirror/report.pdf,2026-04-19 12:20:00,0
LOG000565,contractor_x,Modify,/projects/specs.md,2026-04-17 15:01:00,0
LOG000566,contractor_x,Read,/shared/reports/Q1_summary.pdf,2026-04-22 13:24:00,0
LOG000567,user02,FileCopy,/projects/specs.md|/backup/internal_mirror/report.pdf,2026-04-14 09:05:00,0
LOG000568,admin,Create,/tmp/draft_notes.txt,2026-04-12 10:11:00,0
LOG000569,analyst,Create,/tmp/draft_notes.txt,2026-04-19 10:52:00,0
LOG000570,dev01,Delete,/tmp/draft_notes.txt,2026-04-22 14:01:00,0
LOG000571,analyst,FileCopy,/projects/specs.md|/backup/internal_mirror/report.pdf,2026-04-15 09:09:00,0
LOG000572,user01,FileDownload,/vault/confidential_bundle.zip,2026-04-16 23:33:00,1
LOG000573,user01,Read,/tmp/draft_notes.txt,2026-04-20 16:50:00,0
LOG000574,admin,Modify,/hr/salaries_2026.xlsx,2026-04-13 03:52:00,1
LOG000575,analyst,Delete,/shared/reports/Q1_summary.pdf,2026-04-21 17:41:00,0
LOG000576,contractor_x,FileDownload,/vault/confidential_bundle.zip,2026-04-22 01:53:00,1
LOG000577,contractor_x,Read,/projects/specs.md,2026-04-14 13:40:00,0
LOG000578,user01,Read,/tmp/draft_notes.txt,2026-04-13 13:22:00,0
LOG000579,dev01,Delete,/finance/ledger_gl.db,2026-04-18 02:37:00,1
LOG000580,contractor_x,Modify,/projects/specs.md,2026-04-14 08:36:00,0
LOG000581,user02,Read,/tmp/draft_notes.txt,2026-04-13 10:10:00,0
LOG000582,admin,Delete,/shared/reports/Q1_summary.pdf,2026-04-21 16:53:00,0
LOG000583,dev01,FileCopy,/tmp/draft_notes.txt|/backup/internal_mirror/report.pdf,2026-04-17 16:10:00,0
LOG000584,dev01,Modify,/projects/specs.md,2026-04-15 08:36:00,0
LOG000585,user01,FileDownload,/intranet/forms/holiday.pdf,2026-04-22 08:31:00,0
LOG000586,user01,FileCopy,/finance/ledger_gl.db|/mnt/usb/backup_leak.zip,2026-04-18 03:06:00,1
LOG000587,contractor_x,FileCopy,/projects/specs.md|/backup/internal_mirror/report.pdf,2026-04-14 10:42:00,0
LOG000588,user02,FileCopy,/secure/vault/customer_pii.csv|C:/Users/Public/unauth_copy.pem,2026-04-22 03:49:00,1
LOG000589,admin,FileCopy,/projects/specs.md|/backup/internal_mirror/report.pdf,2026-04-18 14:25:00,0
LOG000590,contractor_x,Create,/projects/specs.md,2026-04-18 14:24:00,0
LOG000591,admin,FileCopy,/projects/specs.md|/backup/internal_mirror/report.pdf,2026-04-12 11:38:00,0
LOG000592,admin,Modify,/shared/reports/Q1_summary.pdf,2026-04-12 14:00:00,0
LOG000593,admin,Delete,/finance/ledger_gl.db,2026-04-15 02:24:00,1
LOG000594,contractor_x,Read,/shared/reports/Q1_summary.pdf,2026-04-12 15:41:00,0
LOG000595,analyst,Read,/tmp/draft_notes.txt,2026-04-22 17:36:00,0
LOG000596,contractor_x,Create,/projects/specs.md,2026-04-17 09:54:00,0
LOG000597,analyst,FileDownload,/intranet/forms/holiday.pdf,2026-04-16 13:55:00,0
LOG000598,contractor_x,Create,/shared/reports/Q1_summary.pdf,2026-04-12 10:27:00,0
LOG000599,user02,Read,/projects/specs.md,2026-04-20 14:13:00,0
LOG000600,dev01,FileCopy,/projects/specs.md|/backup/internal_mirror/report.pdf,2026-04-19 15:36:00,0
LOG000601,admin,Modify,/projects/specs.md,2026-04-17 16:16:00,0
LOG000602,user02,Modify,/projects/specs.md,2026-04-21 16:56:00,0
LOG000603,analyst,FileDownload,/vault/confidential_bundle.zip,2026-04-21 23:38:00,1
LOG000604,dev01,Read,/projects/specs.md,2026-04-20 13:14:00,0
