tx_id,user_id,transaction_type,amount,channel,velocity_10m,timestamp,label_fraud
TX000355,user01,deposit,43299.29,branch,14,2026-04-13 00:33:00,1
TX000356,emp_finance02,withdrawal,7213.04,branch,3,2026-04-22 10:14:00,0
TX000357,user01,transfer,8675.94,ach,3,2026-04-08 08:40:00,0
TX000358,analyst,transfer,5302.52,ach,0,2026-04-16 08:28:00,0
TX000359,admin,payment,5620.91,ach,3,2026-04-12 12:06:00,0
TX000360,emp_finance01,deposit,1114.56,branch,0,2026-04-18 16:07:00,0
TX000361,emp_finance01,deposit,6228.11,branch,3,2026-04-18 13:10:00,0
TX000362,analyst,withdrawal,3855.7,mobile,0,2026-04-09 09:36:00,0
TX000363,analyst,transfer,10894.3,mobile,3,2026-04-18 11:16:00,0
TX000364,emp_finance01,transfer,11408.99,mobile,3,2026-04-11 13:07:00,0
TX000365,emp_finance01,payment,8682.05,atm,2,2026-04-08 15:46:00,0
TX000366,emp_finance02,transfer,11849.24,branch,3,2026-04-10 14:26:00,0
TX000367,analyst,deposit,488.0,branch,3,2026-04-08 09:37:00,0
TX000368,analyst,deposit,6237.73,mobile,3,2026-04-21 15:56:00,0
TX000369,admin,transfer,179269.58,wire,11,2026-04-14 00:33:00,1
TX000370,emp_finance02,deposit,9383.0,wire,0,2026-04-22 10:41:00,0
TX000371,emp_finance02,deposit,617.42,wire,2,2026-04-22 13:32:00,0
TX000372,emp_finance01,deposit,9776.76,mobile,3,2026-04-15 09:20:00,0
TX000373,admin,payment,129529.4,ach,7,2026-04-10 01:38:00,1
TX000374,analyst,payment,9824.83,ach,0,2026-04-09 13:14:00,0
TX000375,emp_finance02,transfer,10866.63,atm,0,2026-04-21 15:48:00,0
TX000376,analyst,withdrawal,11199.65,wire,0,2026-04-08 09:10:00,0
TX000377,emp_finance02,payment,18188.93,mobile,13,2026-04-09 03:50:00,1
TX000378,admin,withdrawal,391.07,wire,3,2026-04-12 15:37:00,0
TX000379,admin,withdrawal,30256.47,ach,15,2026-04-15 01:59:00,1
TX000380,emp_finance02,payment,15417.28,wire,12,2026-04-16 23:38:00,1
TX000381,admin,payment,7764.52,ach,3,2026-04-13 10:44:00,0
TX000382,user01,payment,5700.76,branch,1,2026-04-13 11:45:00,0
TX000383,admin,deposit,11833.31,ach,2,2026-04-14 09:30:00,0
TX000384,emp_finance01,withdrawal,6781.46,atm,3,2026-04-20 08:03:00,0
TX000385,user01,withdrawal,9146.46,ach,0,2026-04-11 10:50:00,0
TX000386,admin,payment,211875.37,mobile,14,2026-04-16 00:15:00,1
TX000387,user01,withdrawal,11826.81,ach,0,2026-04-22 16:47:00,0
TX000388,emp_finance02,payment,6886.35,wire,1,2026-04-10 13:46:00,0
TX000389,emp_finance01,deposit,184945.06,atm,14,2026-04-21 00:24:00,1
TX000390,emp_finance02,transfer,10335.94,branch,2,2026-04-15 08:45:00,0
TX000391,user01,withdrawal,11094.64,branch,2,2026-04-21 15:50:00,0
TX000392,emp_finance02,payment,8637.48,atm,2,2026-04-19 09:56:00,0
TX000393,user01,deposit,11010.62,branch,0,2026-04-21 16:42:00,0
TX000394,emp_finance01,deposit,4917.33,atm,3,2026-04-08 13:50:00,0
TX000395,user01,withdrawal,11645.34,atm,3,2026-04-15 16:02:00,0
TX000396,emp_finance02,deposit,7586.73,mobile,1,2026-04-12 09:40:00,0
TX000397,user01,transfer,11514.55,mobile,1,2026-04-22 09:29:00,0
TX000398,analyst,deposit,81488.39,wire,9,2026-04-08 23:16:00,1
TX000399,admin,transfer,3475.54,ach,0,2026-04-12 16:46:00,0
TX000400,user01,deposit,218891.5,wire,10,2026-04-13 04:05:00,1
TX000401,admin,payment,5292.57,branch,3,2026-04-10 10:51:00,0
TX000402,emp_finance01,deposit,11861.46,ach,1,2026-04-21 08:02:00,0
TX000403,admin,withdrawal,8840.21,branch,3,2026-04-08 11:41:00,0
TX000404,admin,deposit,4942.74,ach,0,2026-04-09 10:48:00,0
TX000405,user01,withdrawal,182695.48,branch,15,2026-04-15 00:21:00,1
TX000406,user01,withdrawal,41703.91,ach,13,2026-04-17 22:39:00,1
TX000407,emp_finance02,deposit,6465.44,atm,2,2026-04-19 08:50:00,0
TX000408,user01,deposit,10931.89,ach,3,2026-04-17 15:49:00,0
TX000409,emp_finance02,payment,14705.13,mobile,8,2026-04-08 01:34:00,1
TX000410,emp_finance02,transfer,7139.0,ach,3,2026-04-10 17:37:00,0
TX000411,admin,payment,7154.01,branch,3,2026-04-19 13:57:00,0
TX000412,emp_finance02,deposit,4093.09,branch,1,2026-04-10 11:32:00,0
TX000413,emp_finance02,deposit,239485.93,branch,13,2026-04-17 00:02:00,1
TX000414,analyst,transfer,120734.21,mobile,11,2026-04-16 23:30:00,1
TX000415,analyst,payment,10814.95,ach,1,2026-04-16 12:41:00,0
TX000416,user01,deposit,10066.65,wire,3,2026-04-17 11:52:00,0
TX000417,user01,withdrawal,11528.14,branch,1,2026-04-21 10:32:00,0
TX000418,emp_finance01,deposit,2910.54,wire,3,2026-04-10 11:21:00,0
TX000419,admin,withdrawal,10589.04,branch,1,2026-04-22 08:08:00,0
TX000420,admin,deposit,332.74,ach,2,2026-04-08 10:11:00,0
TX000421,analyst,deposit,11514.04,branch,1,2026-04-15 09:38:00,0
TX000422,user01,deposit,3297.92,ach,2,2026-04-20 17:46:00,0
TX000423,admin,deposit,1853.91,branch,1,2026-04-14 08:55:00,0
TX000424,emp_finance02,transfer,1435.83,wire,0,2026-04-21 16:30:00,0
TX000425,analyst,payment,8173.75,ach,3,2026-04-10 11:49:00,0
TX000426,emp_finance02,transfer,7264.71,atm,1,2026-04-18 14:30:00,0
TX000427,analyst,withdrawal,4358.97,atm,0,2026-04-14 08:00:00,0
TX000428,admin,payment,9704.29,wire,3,2026-04-13 12:23:00,0
TX000429,analyst,payment,11135.15,atm,2,2026-04-14 10:35:00,0
TX000430,emp_finance02,transfer,6198.07,branch,1,2026-04-15 09:50:00,0
TX000431,emp_finance01,withdrawal,6292.93,wire,3,2026-04-12 10:00:00,0
TX000432,analyst,deposit,3494.31,ach,0,2026-04-13 13:02:00,0
TX000433,emp_finance02,payment,2306.02,branch,3,2026-04-15 10:00:00,0
TX000434,user01,withdrawal,167900.56,mobile,8,2026-04-12 23:02:00,1
TX000435,emp_finance02,transfer,9103.75,mobile,3,2026-04-16 13:37:00,0
TX000436,emp_finance02,deposit,10904.55,wire,2,2026-04-19 13:38:00,0
TX000437,user01,transfer,2103.64,ach,0,2026-04-14 16:18:00,0
TX000438,emp_finance02,payment,11252.59,wire,3,2026-04-13 15:30:00,0
TX000439,emp_finance02,withdrawal,11448.09,atm,2,2026-04-21 09:24:00,0
TX000440,user01,transfer,10142.61,ach,2,2026-04-21 11:25:00,0
TX000441,emp_finance02,withdrawal,9414.15,branch,1,2026-04-15 10:47:00,0
TX000442,emp_finance01,transfer,1670.09,mobile,2,2026-04-20 17:49:00,0
TX000443,analyst,payment,5314.12,wire,2,2026-04-13 15:20:00,0
TX000444,analyst,deposit,10044.53,ach,1,2026-04-22 11:33:00,0
TX000445,analyst,payment,116194.24,mobile,7,2026-04-11 22:33:00,1
TX000446,emp_finance02,payment,31173.27,branch,15,2026-04-09 04:16:00,1
TX000447,user01,payment,7669.04,wire,3,2026-04-19 15:26:00,0
TX000448,admin,deposit,1455.52,wire,2,2026-04-10 09:15:00,0
TX000449,emp_finance02,payment,10954.17,wire,1,2026-04-16 08:31:00,0
TX000450,user01,deposit,10271.34,mobile,1,2026-04-22 09:13:00,0
TX000451,user01,withdrawal,9443.85,ach,0,2026-04-16 13:07:00,0
TX000452,analyst,deposit,8698.16,mobile,2,2026-04-12 13:32:00,0
TX000453,admin,deposit,2306.46,mobile,2,2026-04-16 10:40:00,0
TX000454,analyst,payment,22344.91,wire,10,2026-04-13 00:41:00,1
TX000455,emp_finance01,withdrawal,10991.58,branch,1,2026-04-20 14:54:00,0
TX000456,emp_finance01,transfer,7524.69,wire,1,2026-04-16 11:06:00,0
TX000457,emp_finance01,deposit,230.39,atm,2,2026-04-13 09:09:00,0
TX000458,user01,payment,5905.99,wire,1,2026-04-22 10:02:00,0
TX000459,analyst,deposit,11739.43,ach,1,2026-04-13 10:38:00,0
TX000460,analyst,payment,11635.69,atm,1,2026-04-10 16:05:00,0
TX000461,emp_finance01,deposit,1262.63,wire,2,2026-04-15 13:34:00,0
TX000462,admin,deposit,6131.64,wire,2,2026-04-19 08:26:00,0
TX000463,emp_finance02,payment,10583.96,atm,2,2026-04-21 11:27:00,0
TX000464,emp_finance01,deposit,4264.92,ach,1,2026-04-20 09:18:00,0
TX000465,emp_finance01,withdrawal,9967.98,mobile,1,2026-04-22 08:34:00,0
TX000466,analyst,withdrawal,1017.81,atm,0,2026-04-20 11:00:00,0
TX000467,emp_finance02,transfer,9993.58,atm,0,2026-04-17 15:05:00,0
TX000468,emp_finance01,withdrawal,589.65,wire,3,2026-04-09 12:00:00,0
TX000469,emp_finance01,withdrawal,3554.83,wire,3,2026-04-11 11:49:00,0
TX000470,user01,withdrawal,7690.49,atm,0,2026-04-18 08:30:00,0
TX000471,emp_finance02,payment,6911.99,ach,3,2026-04-17 11:00:00,0
TX000472,emp_finance02,payment,206774.47,mobile,13,2026-04-11 23:38:00,1
TX000473,emp_finance02,transfer,10743.78,branch,0,2026-04-17 08:41:00,0
TX000474,analyst,payment,10233.4,branch,1,2026-04-22 15:44:00,0
TX000475,emp_finance02,payment,10826.5,atm,3,2026-04-19 16:36:00,0
TX000476,user01,payment,2217.09,wire,1,2026-04-15 09:18:00,0
TX000477,admin,withdrawal,175795.34,atm,15,2026-04-09 02:23:00,1
TX000478,emp_finance02,payment,10155.83,atm,3,2026-04-10 11:35:00,0
TX000479,emp_finance01,withdrawal,2589.75,mobile,1,2026-04-20 08:55:00,0
TX000480,emp_finance02,transfer,10284.05,mobile,2,2026-04-22 15:23:00,0
TX000481,analyst,payment,1685.73,mobile,0,2026-04-17 15:35:00,0
TX000482,emp_finance01,transfer,2141.21,branch,0,2026-04-19 12:33:00,0
TX000483,admin,deposit,1531.89,mobile,1,2026-04-14 17:47:00,0
TX000484,admin,deposit,10697.97,ach,1,2026-04-10 09:11:00,0
TX000485,user01,deposit,11993.73,wire,2,2026-04-14 13:20:00,0
TX000486,analyst,deposit,2601.14,mobile,2,2026-04-17 14:28:00,0
TX000487,emp_finance02,payment,7863.99,mobile,0,2026-04-18 12:14:00,0
TX000488,emp_finance02,withdrawal,7547.92,atm,0,2026-04-15 09:22:00,0
TX000489,emp_finance02,transfer,8931.98,atm,3,2026-04-13 09:58:00,0
TX000490,admin,deposit,1399.76,mobile,2,2026-04-22 17:46:00,0
TX000491,emp_finance02,transfer,9337.56,wire,0,2026-04-09 14:49:00,0
TX000492,emp_finance02,transfer,152498.59,wire,14,2026-04-11 04:14:00,1
TX000493,analyst,withdrawal,6027.66,branch,3,2026-04-18 11:50:00,0
TX000494,analyst,withdrawal,10981.26,branch,0,2026-04-16 12:32:00,0
TX000495,user01,deposit,1600.91,atm,1,2026-04-19 16:04:00,0
TX000496,user01,payment,8450.12,ach,2,2026-04-17 14:12:00,0
TX000497,analyst,transfer,8677.02,branch,3,2026-04-13 17:09:00,0
TX000498,emp_finance02,payment,3003.09,mobile,0,2026-04-19 09:39:00,0
TX000499,admin,withdrawal,9220.47,branch,2,2026-04-19 08:47:00,0
TX000500,admin,transfer,6007.83,atm,3,2026-04-13 08:57:00,0
TX000501,emp_finance01,deposit,38043.22,atm,13,2026-04-12 02:00:00,1
TX000502,analyst,withdrawal,7304.69,wire,2,2026-04-09 08:56:00,0
TX000503,admin,deposit,11615.49,ach,0,2026-04-20 17:12:00,0
TX000504,emp_finance02,transfer,8989.57,atm,3,2026-04-16 13:47:00,0
TX000505,emp_finance01,payment,9209.3,branch,2,2026-04-08 08:24:00,0
TX000506,admin,withdrawal,228920.94,wire,12,2026-04-14 00:43:00,1
TX000507,emp_finance02,withdrawal,11882.15,branch,1,2026-04-19 15:41:00,0
TX000508,admin,withdrawal,5646.99,atm,1,2026-04-12 14:59:00,0
TX000509,user01,deposit,154257.12,wire,8,2026-04-11 04:01:00,1
TX000510,emp_finance02,transfer,11286.79,ach,1,2026-04-21 10:08:00,0
TX000511,analyst,withdrawal,4852.72,ach,0,2026-04-17 11:05:00,0
TX000512,emp_finance02,withdrawal,3760.73,branch,3,2026-04-15 14:08:00,0
TX000513,emp_finance02,withdrawal,12495.47,mobile,9,2026-04-11 22:42:00,1
TX000514,emp_finance02,deposit,26496.41,wire,11,2026-04-09 00:29:00,1
TX000515,analyst,deposit,11297.31,mobile,0,2026-04-14 14:06:00,0
TX000516,emp_finance01,withdrawal,1980.86,atm,3,2026-04-14 16:48:00,0
TX000517,admin,transfer,11094.71,ach,1,2026-04-16 15:18:00,0
TX000518,admin,withdrawal,3719.36,wire,0,2026-04-20 16:49:00,0
TX000519,emp_finance02,transfer,3618.07,mobile,0,2026-04-18 15:20:00,0
TX000520,analyst,deposit,23977.13,mobile,14,2026-04-13 00:10:00,1
TX000521,emp_finance01,deposit,7299.78,atm,1,2026-04-20 10:49:00,0
TX000522,admin,payment,6153.67,mobile,1,2026-04-19 09:00:00,0
TX000523,admin,deposit,6846.18,wire,3,2026-04-19 17:13:00,0
TX000524,admin,withdrawal,653.65,mobile,2,2026-04-13 16:40:00,0
TX000525,emp_finance01,transfer,459.41,mobile,2,2026-04-17 08:58:00,0
TX000526,emp_finance01,payment,1442.42,atm,2,2026-04-08 15:02:00,0
TX000527,emp_finance02,transfer,8270.67,atm,0,2026-04-18 16:30:00,0
TX000528,admin,transfer,3321.79,wire,0,2026-04-21 17:36:00,0
TX000529,admin,payment,11152.74,branch,2,2026-04-18 14:33:00,0
TX000530,emp_finance02,payment,10916.74,branch,1,2026-04-08 15:39:00,0
TX000531,analyst,deposit,49917.29,mobile,9,2026-04-10 00:39:00,1
TX000532,emp_finance01,payment,4492.12,atm,2,2026-04-18 11:50:00,0
TX000533,admin,transfer,8024.53,branch,3,2026-04-11 13:36:00,0
TX000534,analyst,withdrawal,11689.12,wire,0,2026-04-12 15:08:00,0
TX000535,user01,transfer,9340.44,branch,2,2026-04-13 08:46:00,0
TX000536,emp_finance01,payment,11664.75,wire,1,2026-04-18 09:53:00,0
TX000537,user01,payment,10283.93,mobile,0,2026-04-09 10:50:00,0
TX000538,user01,withdrawal,11508.19,mobile,2,2026-04-19 15:33:00,0
TX000539,admin,withdrawal,318.41,branch,0,2026-04-10 15:30:00,0
TX000540,emp_finance01,withdrawal,11495.52,branch,1,2026-04-10 13:55:00,0
TX000541,admin,transfer,3685.76,atm,2,2026-04-08 08:02:00,0
TX000542,emp_finance02,payment,10082.31,branch,2,2026-04-12 08:57:00,0
TX000543,user01,transfer,9276.6,mobile,2,2026-04-20 09:10:00,0
TX000544,user01,withdrawal,8409.5,branch,2,2026-04-18 16:09:00,0
TX000545,emp_finance01,transfer,23178.38,wire,8,2026-04-22 02:30:00,1
TX000546,emp_finance02,transfer,17906.44,wire,11,2026-04-18 23:21:00,1
TX000547,analyst,deposit,11209.4,branch,3,2026-04-18 09:43:00,0
TX000548,user01,payment,11582.8,wire,3,2026-04-20 13:44:00,0
TX000549,user01,withdrawal,8451.55,ach,1,2026-04-18 15:49:00,0
TX000550,admin,deposit,38293.01,wire,7,2026-04-10 23:19:00,1
TX000551,emp_finance02,deposit,1923.83,wire,3,2026-04-21 15:21:00,0
TX000552,admin,deposit,2750.76,atm,3,2026-04-21 09:37:00,0
TX000553,admin,deposit,8704.7,atm,0,2026-04-12 09:52:00,0
TX000554,emp_finance02,deposit,5288.11,ach,0,2026-04-10 17:09:00,0
TX000555,user01,deposit,4932.27,atm,2,2026-04-13 13:50:00,0
TX000556,admin,transfer,10445.96,mobile,2,2026-04-22 10:23:00,0
TX000557,admin,deposit,9436.98,atm,1,2026-04-16 08:44:00,0
TX000558,admin,deposit,3260.14,atm,3,2026-04-20 10:12:00,0
TX000559,emp_finance01,withdrawal,1251.05,wire,0,2026-04-21 10:41:00,0
TX000560,admin,deposit,7800.3,ach,3,2026-04-08 14:50:00,0
TX000561,analyst,transfer,30217.65,ach,11,2026-04-19 22:11:00,1
TX000562,admin,deposit,10848.52,atm,2,2026-04-22 14:02:00,0
TX000563,user01,deposit,143714.25,ach,14,2026-04-09 00:48:00,1
TX000564,admin,payment,14918.73,ach,7,2026-04-12 00:40:00,1
TX000565,admin,payment,37691.4,wire,14,2026-04-08 22:30:00,1
TX000566,admin,payment,7822.53,mobile,2,2026-04-11 08:50:00,0
TX000567,emp_finance01,withdrawal,10291.44,ach,0,2026-04-18 17:31:00,0
TX000568,emp_finance01,withdrawal,20317.68,ach,10,2026-04-22 04:47:00,1
TX000569,admin,transfer,5280.06,atm,1,2026-04-15 12:11:00,0
TX000570,emp_finance02,deposit,7739.42,branch,3,2026-04-10 15:24:00,0
TX000571,analyst,deposit,9380.3,atm,0,2026-04-20 09:29:00,0
TX000572,emp_finance02,deposit,7587.05,mobile,3,2026-04-15 14:16:00,0
TX000573,admin,payment,9528.02,wire,0,2026-04-21 16:58:00,0
TX000574,admin,deposit,9090.36,wire,0,2026-04-18 12:41:00,0
TX000575,emp_finance02,payment,5997.75,ach,2,2026-04-12 16:44:00,0
TX000576,analyst,payment,14242.41,branch,14,2026-04-21 02:43:00,1
TX000577,emp_finance01,transfer,2030.13,mobile,1,2026-04-13 08:40:00,0
TX000578,analyst,transfer,1056.66,wire,1,2026-04-18 09:18:00,0
TX000579,user01,transfer,9707.93,wire,1,2026-04-10 12:04:00,0
TX000580,emp_finance02,deposit,9032.95,branch,3,2026-04-21 10:31:00,0
TX000581,user01,transfer,10162.53,mobile,0,2026-04-08 11:28:00,0
TX000582,emp_finance01,transfer,20269.68,wire,13,2026-04-20 02:41:00,1
TX000583,analyst,transfer,5606.44,ach,3,2026-04-15 16:27:00,0
TX000584,user01,deposit,10757.05,mobile,2,2026-04-17 09:43:00,0
TX000585,user01,withdrawal,8362.67,branch,3,2026-04-10 09:49:00,0
TX000586,user01,deposit,10642.94,mobile,0,2026-04-12 14:44:00,0
TX000587,emp_finance02,deposit,3515.11,wire,0,2026-04-11 11:37:00,0
TX000588,user01,transfer,22155.12,wire,6,2026-04-17 02:03:00,1
TX000589,admin,withdrawal,34021.44,mobile,14,2026-04-20 00:47:00,1
TX000590,emp_finance02,transfer,33576.44,branch,6,2026-04-19 23:44:00,1
TX000591,emp_finance01,transfer,7239.21,mobile,1,2026-04-09 15:37:00,0
TX000592,analyst,payment,6397.42,mobile,2,2026-04-10 14:53:00,0
TX000593,emp_finance01,payment,4616.22,branch,1,2026-04-17 08:04:00,0
TX000594,emp_finance01,withdrawal,1361.05,mobile,1,2026-04-08 15:37:00,0
TX000595,emp_finance01,withdrawal,5064.91,mobile,3,2026-04-21 08:00:00,0
TX000596,user01,deposit,9134.93,wire,1,2026-04-20 10:40:00,0
TX000597,user01,payment,1412.9,wire,0,2026-04-12 15:52:00,0
TX000598,admin,withdrawal,93306.0,wire,11,2026-04-09 23:48:00,1
TX000599,analyst,deposit,5281.43,branch,1,2026-04-12 09:54:00,0
TX000600,user01,deposit,13782.91,mobile,9,2026-04-16 04:16:00,1
TX000601,emp_finance01,transfer,55753.6,branch,6,2026-04-15 01:32:00,1
TX000602,user01,withdrawal,4749.8,mobile,1,2026-04-10 13:07:00,0
TX000603,emp_finance01,deposit,3312.51,branch,3,2026-04-13 09:31:00,0
TX000604,user01,payment,8712.24,branch,3,2026-04-11 10:12:00,0
TX000605,analyst,deposit,10274.66,branch,0,2026-04-09 10:29:00,0
TX000606,emp_finance02,transfer,1774.43,wire,1,2026-04-13 17:35:00,0
TX000607,analyst,withdrawal,11982.66,branch,2,2026-04-22 15:46:00,0
TX000608,emp_finance01,deposit,4644.15,ach,0,2026-04-16 17:02:00,0
TX000609,admin,transfer,153879.95,wire,13,2026-04-19 22:05:00,1
TX000610,emp_finance02,deposit,1079.04,ach,3,2026-04-12 08:19:00,0
TX000611,user01,deposit,214.82,mobile,1,2026-04-10 14:55:00,0
TX000612,user01,withdrawal,11573.74,mobile,0,2026-04-18 16:27:00,0
TX000613,analyst,transfer,11728.97,atm,0,2026-04-16 08:23:00,0
TX000614,emp_finance01,deposit,5192.42,ach,2,2026-04-19 10:34:00,0
TX000615,admin,deposit,5628.69,atm,2,2026-04-08 13:17:00,0
TX000616,admin,payment,121426.82,wire,14,2026-04-12 22:52:00,1
TX000617,analyst,withdrawal,6403.23,atm,3,2026-04-21 11:05:00,0
TX000618,emp_finance02,transfer,634.04,atm,3,2026-04-20 10:55:00,0
TX000619,emp_finance01,payment,11726.89,branch,3,2026-04-15 13:47:00,0
TX000620,user01,deposit,19666.83,ach,15,2026-04-17 22:41:00,1
TX000621,user01,withdrawal,10193.87,atm,1,2026-04-08 12:50:00,0
TX000622,emp_finance02,withdrawal,2987.78,ach,2,2026-04-18 10:29:00,0
TX000623,user01,withdrawal,7786.18,wire,1,2026-04-21 10:02:00,0
TX000624,analyst,withdrawal,1492.28,ach,2,2026-04-20 13:23:00,0
TX000625,emp_finance02,transfer,9618.25,ach,3,2026-04-08 10:20:00,0
TX000626,analyst,payment,10821.81,mobile,1,2026-04-10 12:36:00,0
TX000627,emp_finance02,deposit,7203.39,atm,0,2026-04-16 12:39:00,0
TX000628,emp_finance01,deposit,56281.9,mobile,10,2026-04-19 01:01:00,1
TX000629,analyst,payment,3167.5,wire,3,2026-04-20 13:45:00,0
TX000630,analyst,deposit,9405.42,wire,0,2026-04-19 16:46:00,0
TX000631,admin,transfer,11881.44,branch,1,2026-04-09 14:37:00,0
TX000632,analyst,payment,11470.1,wire,3,2026-04-21 09:00:00,0
TX000633,user01,deposit,139734.59,mobile,8,2026-04-09 03:24:00,1
TX000634,emp_finance01,withdrawal,10340.83,atm,3,2026-04-19 16:01:00,0
TX000635,emp_finance02,transfer,5131.63,mobile,3,2026-04-20 12:31:00,0
TX000636,user01,deposit,11882.5,mobile,3,2026-04-13 17:27:00,0
TX000637,analyst,withdrawal,8070.18,atm,0,2026-04-20 10:20:00,0
TX000638,emp_finance01,withdrawal,25843.96,branch,10,2026-04-18 02:33:00,1
TX000639,user01,transfer,8668.54,ach,2,2026-04-18 13:43:00,0
TX000640,emp_finance02,transfer,8051.59,branch,3,2026-04-16 13:21:00,0
TX000641,emp_finance01,withdrawal,90328.27,mobile,13,2026-04-08 22:04:00,1
TX000642,user01,transfer,9450.27,mobile,2,2026-04-20 17:45:00,0
TX000643,emp_finance01,deposit,6857.39,mobile,1,2026-04-19 12:08:00,0
TX000644,admin,transfer,203811.92,wire,7,2026-04-22 03:50:00,1
TX000645,admin,withdrawal,96867.56,ach,7,2026-04-10 01:07:00,1
TX000646,user01,withdrawal,1494.56,ach,2,2026-04-13 10:22:00,0
TX000647,emp_finance02,payment,4911.39,branch,0,2026-04-14 09:13:00,0
TX000648,admin,withdrawal,4306.27,wire,3,2026-04-17 11:44:00,0
TX000649,analyst,transfer,11338.97,atm,1,2026-04-14 14:14:00,0
TX000650,emp_finance01,transfer,16485.11,atm,10,2026-04-14 00:46:00,1
TX000651,user01,deposit,9827.78,branch,1,2026-04-14 15:26:00,0
TX000652,emp_finance01,deposit,11209.75,wire,0,2026-04-12 10:31:00,0
TX000653,emp_finance02,transfer,8476.87,atm,0,2026-04-11 14:59:00,0
TX000654,analyst,payment,10379.84,ach,1,2026-04-09 09:27:00,0
TX000655,analyst,deposit,11203.94,ach,3,2026-04-12 13:38:00,0
TX000656,emp_finance02,transfer,8432.15,mobile,3,2026-04-19 15:40:00,0
TX000657,user01,withdrawal,6645.89,atm,3,2026-04-13 10:43:00,0
TX000658,analyst,deposit,8306.07,ach,1,2026-04-18 15:42:00,0
TX000659,emp_finance01,deposit,2762.05,wire,3,2026-04-08 08:58:00,0
TX000660,emp_finance02,deposit,3023.17,wire,2,2026-04-08 10:45:00,0
TX000661,admin,deposit,191723.25,wire,13,2026-04-12 23:35:00,1
TX000662,user01,payment,8222.95,atm,3,2026-04-13 15:43:00,0
TX000663,user01,deposit,16230.54,mobile,15,2026-04-22 04:48:00,1
TX000664,user01,transfer,7935.73,mobile,1,2026-04-19 11:41:00,0
TX000665,analyst,deposit,8679.12,atm,3,2026-04-12 08:55:00,0
TX000666,admin,transfer,12733.8,wire,15,2026-04-16 22:20:00,1
TX000667,analyst,withdrawal,23086.93,wire,15,2026-04-18 03:23:00,1
TX000668,admin,deposit,7793.38,branch,2,2026-04-22 12:19:00,0
TX000669,admin,deposit,7664.37,wire,2,2026-04-18 17:04:00,0
TX000670,admin,payment,10606.15,branch,2,2026-04-16 16:42:00,0
TX000671,emp_finance02,deposit,2025.09,atm,1,2026-04-13 08:31:00,0
TX000672,user01,deposit,10457.69,branch,0,2026-04-14 17:12:00,0
TX000673,emp_finance01,withdrawal,11062.12,wire,2,2026-04-09 14:53:00,0
TX000674,emp_finance02,transfer,2310.62,branch,1,2026-04-21 14:09:00,0
TX000675,user01,withdrawal,9941.53,mobile,0,2026-04-19 14:10:00,0
TX000676,emp_finance01,transfer,6432.23,atm,3,2026-04-10 08:01:00,0
TX000677,emp_finance02,withdrawal,11602.3,mobile,0,2026-04-16 13:53:00,0
TX000678,emp_finance01,payment,8482.57,atm,0,2026-04-19 15:38:00,0
TX000679,emp_finance02,withdrawal,5903.15,atm,1,2026-04-20 14:06:00,0
TX000680,user01,deposit,10357.92,wire,2,2026-04-11 16:07:00,0
TX000681,user01,transfer,7707.26,ach,3,2026-04-11 13:23:00,0
TX000682,analyst,payment,196587.19,atm,9,2026-04-18 00:35:00,1
TX000683,analyst,payment,5488.28,atm,3,2026-04-22 15:58:00,0
TX000684,user01,deposit,213655.08,mobile,8,2026-04-08 01:28:00,1
TX000685,user01,deposit,11117.83,mobile,3,2026-04-08 15:53:00,0
TX000686,emp_finance01,transfer,10025.34,branch,2,2026-04-15 14:44:00,0
TX000687,emp_finance01,transfer,8544.37,branch,2,2026-04-17 11:36:00,0
TX000688,analyst,deposit,5714.24,branch,3,2026-04-10 17:20:00,0
TX000689,emp_finance02,deposit,11307.07,wire,0,2026-04-16 11:23:00,0
TX000690,analyst,withdrawal,7077.04,atm,1,2026-04-08 16:05:00,0
TX000691,user01,withdrawal,9604.14,ach,2,2026-04-20 17:05:00,0
TX000692,emp_finance02,withdrawal,26360.24,atm,13,2026-04-21 01:14:00,1
TX000693,emp_finance02,deposit,3963.46,branch,1,2026-04-09 17:18:00,0
TX000694,user01,deposit,9160.77,mobile,3,2026-04-08 11:15:00,0
TX000695,analyst,payment,22667.12,mobile,9,2026-04-11 00:24:00,1
TX000696,admin,transfer,57044.22,mobile,11,2026-04-13 22:42:00,1
TX000697,emp_finance01,withdrawal,9210.03,atm,1,2026-04-08 13:35:00,0
TX000698,admin,deposit,23192.83,branch,7,2026-04-17 03:45:00,1
TX000699,user01,payment,11914.07,ach,2,2026-04-08 12:27:00,0
TX000700,emp_finance02,deposit,10067.89,mobile,2,2026-04-11 10:31:00,0
TX000701,analyst,transfer,8732.57,wire,1,2026-04-11 12:29:00,0
TX000702,emp_finance02,transfer,35397.96,atm,13,2026-04-21 22:54:00,1
TX000703,admin,withdrawal,222975.49,ach,14,2026-04-09 00:17:00,1
TX000704,analyst,transfer,52.92,atm,0,2026-04-19 14:49:00,0
TX000705,user01,withdrawal,34461.1,mobile,15,2026-04-08 04:06:00,1
TX000706,emp_finance01,payment,33764.8,mobile,10,2026-04-13 00:42:00,1
TX000707,user01,payment,7608.15,mobile,0,2026-04-10 11:41:00,0
TX000708,analyst,transfer,4386.31,mobile,2,2026-04-20 14:15:00,0
TX000709,analyst,payment,11117.97,ach,0,2026-04-18 10:31:00,0
